X-Position,Y-Position,Width,Height
tensor(409.8273),tensor(267.3823),tensor(11.1193),tensor(17.1967)
----- NEW FRAME -----
tensor(113.4094),tensor(331.0139),tensor(34.6833),tensor(50.4159)
tensor(300.0428),tensor(290.9534),tensor(19.5223),tensor(30.3016)
tensor(410.1151),tensor(266.9766),tensor(11.4017),tensor(18.5062)
tensor(377.8352),tensor(276.0760),tensor(12.8657),tensor(19.4930)
----- NEW FRAME -----
tensor(44.0314),tensor(350.4981),tensor(49.1844),tensor(61.8357)
tensor(278.6825),tensor(297.5993),tensor(20.5339),tensor(29.1478)
tensor(398.8058),tensor(269.1572),tensor(14.0394),tensor(18.9164)
tensor(364.8142),tensor(278.4553),tensor(15.9584),tensor(21.9691)
----- NEW FRAME -----
tensor(245.6783),tensor(304.4251),tensor(23.2988),tensor(33.7446)
tensor(378.2702),tensor(270.6889),tensor(12.6609),tensor(20.2103)
tensor(342.9515),tensor(281.7555),tensor(16.0507),tensor(22.1854)
----- NEW FRAME -----
tensor(194.3066),tensor(314.0920),tensor(28.9679),tensor(40.5813)
tensor(348.9000),tensor(274.9871),tensor(14.6201),tensor(21.3468)
tensor(309.8070),tensor(287.5750),tensor(18.4141),tensor(23.9573)
tensor(193.7608),tensor(324.3614),tensor(27.9032),tensor(20.4009)
----- NEW FRAME -----
tensor(111.3918),tensor(329.8789),tensor(38.0338),tensor(49.6756)
tensor(260.5843),tensor(291.9776),tensor(20.7866),tensor(28.5591)
tensor(625.5500),tensor(299.2502),tensor(20.8660),tensor(30.1909)
tensor(306.0988),tensor(278.9642),tensor(13.4420),tensor(22.5464)
----- NEW FRAME -----
tensor(199.1094),tensor(296.5620),tensor(21.9961),tensor(27.2571)
tensor(11.0023),tensor(342.7297),tensor(22.0046),tensor(56.9756)
tensor(256.5861),tensor(279.4637),tensor(15.7641),tensor(24.9928)
tensor(588.1857),tensor(302.9550),tensor(22.2800),tensor(33.6464)
----- NEW FRAME -----
tensor(140.5636),tensor(304.1470),tensor(24.6035),tensor(35.6861)
tensor(213.9485),tensor(282.6722),tensor(18.5844),tensor(28.4898)
tensor(564.7693),tensor(305.6466),tensor(22.4537),tensor(34.4290)
----- NEW FRAME -----
tensor(92.1158),tensor(310.3662),tensor(27.2933),tensor(38.3878)
tensor(564.4200),tensor(310.8940),tensor(23.5314),tensor(37.5051)
tensor(184.0624),tensor(284.3510),tensor(20.5099),tensor(31.7430)
tensor(444.0701),tensor(285.0152),tensor(14.2509),tensor(22.7727)
----- NEW FRAME -----
tensor(42.2228),tensor(323.2115),tensor(33.2036),tensor(45.5422)
tensor(575.6163),tensor(317.7996),tensor(25.3833),tensor(39.9862)
tensor(157.2996),tensor(294.3928),tensor(19.7177),tensor(26.1620)
----- NEW FRAME -----
tensor(598.5536),tensor(327.3961),tensor(28.7588),tensor(42.1324)
tensor(132.9874),tensor(299.5518),tensor(20.3373),tensor(28.8257)
tensor(125.0000),tensor(274.3220),tensor(13.6429),tensor(25.2849)
tensor(440.8284),tensor(291.1667),tensor(15.8171),tensor(24.5979)
tensor(4.7017),tensor(351.3983),tensor(9.4034),tensor(10.7850)
----- NEW FRAME -----
tensor(626.4042),tensor(339.3610),tensor(27.1915),tensor(47.4196)
tensor(105.7811),tensor(296.6234),tensor(25.7022),tensor(51.2769)
tensor(129.6355),tensor(289.0496),tensor(15.3183),tensor(22.4550)
tensor(105.3639),tensor(301.4618),tensor(23.0801),tensor(39.9596)
tensor(442.4674),tensor(294.4397),tensor(15.6244),tensor(25.1654)
----- NEW FRAME -----
tensor(72.5651),tensor(312.0589),tensor(26.5350),tensor(35.6638)
tensor(444.4780),tensor(298.8781),tensor(18.2509),tensor(28.4675)
tensor(106.3820),tensor(294.4973),tensor(17.9127),tensor(23.7880)
----- NEW FRAME -----
tensor(33.1463),tensor(320.5629),tensor(30.9874),tensor(40.7253)
tensor(80.8105),tensor(299.0873),tensor(19.3976),tensor(26.6271)
tensor(448.1068),tensor(304.1717),tensor(19.5917),tensor(32.7110)
tensor(330.8987),tensor(287.1302),tensor(12.8781),tensor(21.5183)
tensor(63.7837),tensor(286.2549),tensor(15.3905),tensor(22.2363)
tensor(80.8146),tensor(290.4481),tensor(20.0364),tensor(44.3954)
----- NEW FRAME -----
tensor(46.8161),tensor(305.1576),tensor(21.8157),tensor(29.3659)
tensor(323.1536),tensor(290.7169),tensor(13.8589),tensor(23.1853)
tensor(451.5103),tensor(308.5875),tensor(21.1581),tensor(35.4177)
tensor(35.4914),tensor(291.5470),tensor(15.4826),tensor(21.5637)
----- NEW FRAME -----
tensor(465.1485),tensor(318.4769),tensor(22.7546),tensor(37.1454)
tensor(15.3868),tensor(304.7552),tensor(25.5927),tensor(46.5311)
tensor(322.3089),tensor(295.0909),tensor(14.4152),tensor(24.0966)
----- NEW FRAME -----
tensor(498.7465),tensor(327.8677),tensor(26.1934),tensor(40.2844)
tensor(333.7874),tensor(299.6694),tensor(17.3431),tensor(25.4795)
tensor(5.2402),tensor(299.6898),tensor(10.4803),tensor(26.1650)
tensor(5.4525),tensor(310.5038),tensor(10.9051),tensor(47.3893)
tensor(5.8169),tensor(326.7747),tensor(11.6338),tensor(22.3277)
tensor(233.2954),tensor(285.7993),tensor(11.8316),tensor(19.4502)
tensor(5.7540),tensor(320.7288),tensor(11.5079),tensor(33.6960)
----- NEW FRAME -----
tensor(542.0432),tensor(340.6382),tensor(31.9132),tensor(47.3291)
tensor(348.7827),tensor(305.4103),tensor(18.8213),tensor(27.1281)
tensor(240.9552),tensor(289.4376),tensor(11.4949),tensor(19.2206)
----- NEW FRAME -----
tensor(606.3008),tensor(358.7581),tensor(38.8999),tensor(55.9484)
tensor(371.1660),tensor(308.3828),tensor(18.6655),tensor(30.8524)
tensor(254.9577),tensor(288.7618),tensor(13.5462),tensor(21.6512)
----- NEW FRAME -----
tensor(404.1608),tensor(312.0435),tensor(21.6284),tensor(33.3704)
tensor(275.3588),tensor(287.9554),tensor(14.3542),tensor(23.5706)
----- NEW FRAME -----
tensor(445.3413),tensor(315.6419),tensor(24.1931),tensor(36.7949)
tensor(300.5483),tensor(287.2222),tensor(16.1494),tensor(23.0853)
tensor(5.0744),tensor(307.4040),tensor(10.1488),tensor(29.1929)
----- NEW FRAME -----
tensor(492.5403),tensor(324.4532),tensor(27.9202),tensor(43.3358)
tensor(324.6587),tensor(287.9776),tensor(18.5033),tensor(25.0177)
tensor(6.5606),tensor(301.7385),tensor(13.1212),tensor(46.4402)
tensor(226.3993),tensor(275.7471),tensor(10.6268),tensor(17.6102)
tensor(58.7538),tensor(266.1042),tensor(10.9522),tensor(14.8037)
tensor(3.9424),tensor(297.4708),tensor(7.8848),tensor(41.4119)
tensor(128.4133),tensor(268.8045),tensor(10.7571),tensor(15.1849)
----- NEW FRAME -----
tensor(549.5431),tensor(338.8998),tensor(34.3728),tensor(48.2880)
tensor(348.3307),tensor(293.7808),tensor(18.5289),tensor(28.0052)
tensor(4.6277),tensor(321.6446),tensor(9.2555),tensor(24.6567)
tensor(243.3165),tensor(279.0137),tensor(12.1589),tensor(20.0886)
tensor(7.2876),tensor(279.6124),tensor(14.5752),tensor(47.3282)
tensor(7.1361),tensor(285.8208),tensor(14.2721),tensor(32.5040)
tensor(145.4863),tensor(271.4823),tensor(11.7851),tensor(16.4266)
tensor(74.6309),tensor(268.1686),tensor(11.2838),tensor(15.6722)
----- NEW FRAME -----
tensor(619.8457),tensor(357.0533),tensor(39.8760),tensor(58.1097)
tensor(8.3323),tensor(292.2129),tensor(16.6647),tensor(26.4212)
tensor(373.3680),tensor(298.7770),tensor(20.1503),tensor(29.5634)
tensor(260.1787),tensor(280.7979),tensor(13.7604),tensor(20.0019)
tensor(89.3998),tensor(268.7602),tensor(11.0119),tensor(14.9345)
----- NEW FRAME -----
tensor(8.8152),tensor(297.3781),tensor(17.6303),tensor(30.0671)
tensor(402.8932),tensor(305.4736),tensor(20.9598),tensor(33.6265)
tensor(279.8772),tensor(285.3063),tensor(13.1836),tensor(23.9084)
----- NEW FRAME -----
tensor(438.8545),tensor(312.8143),tensor(23.7648),tensor(36.1769)
tensor(9.5392),tensor(299.8578),tensor(19.0783),tensor(31.0813)
tensor(298.4084),tensor(285.9446),tensor(13.8367),tensor(24.8610)
tensor(118.1808),tensor(271.3002),tensor(11.4420),tensor(16.6373)
tensor(189.3139),tensor(275.7741),tensor(13.5961),tensor(18.3024)
----- NEW FRAME -----
tensor(484.3864),tensor(321.6568),tensor(30.3466),tensor(41.4140)
tensor(7.9448),tensor(304.6180),tensor(15.8896),tensor(34.5337)
tensor(319.4589),tensor(288.8146),tensor(16.8275),tensor(26.0714)
tensor(132.2596),tensor(271.3680),tensor(12.2185),tensor(16.6871)
tensor(204.8852),tensor(276.3309),tensor(13.7021),tensor(18.6748)
----- NEW FRAME -----
tensor(542.5811),tensor(335.6938),tensor(34.8503),tensor(50.1562)
tensor(343.1061),tensor(293.6046),tensor(18.0082),tensor(26.9592)
tensor(6.1745),tensor(312.2936),tensor(12.3489),tensor(34.0049)
tensor(147.2780),tensor(272.9300),tensor(11.4287),tensor(15.9602)
tensor(221.1403),tensor(277.9410),tensor(13.5966),tensor(19.6932)
----- NEW FRAME -----
tensor(621.4832),tensor(356.3099),tensor(37.0336),tensor(59.0373)
tensor(370.9581),tensor(299.5936),tensor(18.4345),tensor(29.4587)
tensor(239.2267),tensor(281.6743),tensor(14.2264),tensor(21.7864)
----- NEW FRAME -----
tensor(405.2430),tensor(309.7164),tensor(22.3345),tensor(35.3014)
tensor(259.2802),tensor(286.8539),tensor(14.8130),tensor(23.4384)
----- NEW FRAME -----
tensor(446.0383),tensor(322.4538),tensor(24.6814),tensor(38.4375)
tensor(280.3329),tensor(291.7369),tensor(15.7292),tensor(25.5564)
tensor(199.6997),tensor(282.9456),tensor(12.4630),tensor(18.7252)
----- NEW FRAME -----
tensor(502.4806),tensor(331.9675),tensor(31.8373),tensor(44.0389)
tensor(305.9391),tensor(293.5928),tensor(16.4622),tensor(26.8257)
tensor(220.6678),tensor(283.5642),tensor(13.9218),tensor(20.1351)
tensor(3.0246),tensor(318.6407),tensor(6.0492),tensor(11.6439)
----- NEW FRAME -----
tensor(575.3860),tensor(345.7153),tensor(38.0500),tensor(53.8837)
tensor(333.6934),tensor(294.6997),tensor(19.8563),tensor(28.5065)
tensor(242.7355),tensor(281.8510),tensor(13.7188),tensor(20.6526)
----- NEW FRAME -----
tensor(364.5789),tensor(299.6688),tensor(20.2148),tensor(30.1705)
tensor(265.0806),tensor(283.8163),tensor(14.8026),tensor(21.5715)
----- NEW FRAME -----
tensor(395.2729),tensor(309.7881),tensor(23.4480),tensor(35.2804)
tensor(282.6414),tensor(289.9161),tensor(15.5148),tensor(24.8423)
tensor(196.9445),tensor(281.2439),tensor(14.2756),tensor(19.0931)
----- NEW FRAME -----
tensor(433.8734),tensor(322.7138),tensor(26.7692),tensor(39.3627)
tensor(302.9908),tensor(297.4731),tensor(18.3823),tensor(25.7463)
tensor(212.8082),tensor(286.5175),tensor(13.7235),tensor(20.9980)
----- NEW FRAME -----
tensor(484.0050),tensor(335.0835),tensor(32.8927),tensor(47.7006)
tensor(326.9442),tensor(301.6656),tensor(18.0458),tensor(26.9923)
tensor(229.7212),tensor(288.0229),tensor(15.3364),tensor(20.7380)
----- NEW FRAME -----
tensor(553.9792),tensor(351.3981),tensor(40.5604),tensor(56.2792)
tensor(354.9880),tensor(305.2806),tensor(20.6501),tensor(33.2880)
tensor(249.0265),tensor(288.2239),tensor(14.7166),tensor(23.0509)
----- NEW FRAME -----
tensor(389.3289),tensor(312.3728),tensor(23.7623),tensor(35.8198)
tensor(269.6716),tensor(290.4583),tensor(17.5202),tensor(25.0495)
tensor(171.4620),tensor(281.2546),tensor(13.9603),tensor(19.8805)
----- NEW FRAME -----
tensor(441.3261),tensor(323.9413),tensor(29.1033),tensor(42.3947)
tensor(300.1688),tensor(295.6609),tensor(17.8474),tensor(26.6536)
----- NEW FRAME -----
tensor(512.1100),tensor(339.7490),tensor(34.6907),tensor(49.1879)
tensor(335.7516),tensor(301.2468),tensor(18.6700),tensor(29.2790)
tensor(225.7713),tensor(286.7258),tensor(14.5939),tensor(22.9662)
----- NEW FRAME -----
tensor(376.1571),tensor(307.8190),tensor(21.2086),tensor(32.4204)
tensor(612.0344),tensor(362.6293),tensor(47.9536),tensor(67.6664)
tensor(252.2754),tensor(289.9742),tensor(16.4202),tensor(23.3135)
----- NEW FRAME -----
tensor(423.4344),tensor(318.1103),tensor(26.4910),tensor(38.0963)
tensor(281.0097),tensor(294.0692),tensor(15.9117),tensor(24.6194)
----- NEW FRAME -----
tensor(482.3101),tensor(331.6087),tensor(31.5260),tensor(46.4211)
tensor(309.8236),tensor(298.1065),tensor(18.5269),tensor(28.9077)
----- NEW FRAME -----
tensor(576.9933),tensor(353.1544),tensor(41.5935),tensor(58.9755)
tensor(350.5024),tensor(304.7639),tensor(21.1147),tensor(31.0756)
tensor(221.5962),tensor(288.1158),tensor(16.7704),tensor(22.5433)
----- NEW FRAME -----
tensor(421.8728),tensor(313.5900),tensor(24.9858),tensor(35.7161)
tensor(273.3198),tensor(290.3525),tensor(16.3717),tensor(23.6724)
----- NEW FRAME -----
tensor(11.6886),tensor(306.0781),tensor(23.3772),tensor(36.0087)
tensor(525.8699),tensor(330.1321),tensor(32.2343),tensor(46.8038)
tensor(14.1882),tensor(352.2640),tensor(28.3763),tensor(64.1636)
tensor(338.8031),tensor(295.8754),tensor(17.8605),tensor(25.7957)
----- NEW FRAME -----
tensor(623.4309),tensor(350.1570),tensor(33.1382),tensor(55.6876)
tensor(13.8930),tensor(315.0585),tensor(27.7859),tensor(41.8281)
tensor(381.3140),tensor(302.4097),tensor(21.5305),tensor(32.8081)
tensor(4.5876),tensor(290.7561),tensor(9.1752),tensor(26.3228)
----- NEW FRAME -----
tensor(409.9136),tensor(308.0566),tensor(23.8625),tensor(34.8851)
tensor(264.9788),tensor(285.4724),tensor(15.8416),tensor(24.5851)
----- NEW FRAME -----
tensor(434.4710),tensor(318.6372),tensor(26.8619),tensor(39.9768)
tensor(267.5989),tensor(289.3260),tensor(16.5674),tensor(26.4160)
tensor(184.3895),tensor(277.6846),tensor(12.7141),tensor(19.0767)
----- NEW FRAME -----
tensor(467.5188),tensor(334.3186),tensor(33.9703),tensor(49.4223)
tensor(270.0621),tensor(295.4355),tensor(20.1044),tensor(28.9074)
tensor(180.9348),tensor(281.9022),tensor(15.3106),tensor(21.5173)
----- NEW FRAME -----
tensor(517.0333),tensor(357.6010),tensor(45.6654),tensor(63.6904)
tensor(272.9124),tensor(302.0828),tensor(21.4572),tensor(34.8330)
tensor(178.5383),tensor(285.9586),tensor(14.0949),tensor(23.6927)
tensor(107.0171),tensor(273.9621),tensor(10.7931),tensor(14.8577)
----- NEW FRAME -----
tensor(300.6014),tensor(311.5539),tensor(23.5120),tensor(37.8407)
tensor(198.2105),tensor(290.3978),tensor(17.6696),tensor(25.3329)
----- NEW FRAME -----
tensor(350.6870),tensor(323.6329),tensor(29.1321),tensor(43.1071)
tensor(236.0168),tensor(295.0397),tensor(18.7428),tensor(27.2342)
----- NEW FRAME -----
tensor(433.3707),tensor(339.7447),tensor(36.1171),tensor(51.8644)
tensor(292.5713),tensor(299.8533),tensor(20.9142),tensor(31.7748)
tensor(22.7927),tensor(284.1071),tensor(17.1216),tensor(21.8381)
tensor(50.3390),tensor(272.4570),tensor(18.1081),tensor(17.9005)
----- NEW FRAME -----
tensor(12.4640),tensor(314.1732),tensor(24.9280),tensor(34.6389)
tensor(567.4050),tensor(363.5901),tensor(44.5782),tensor(64.4145)
tensor(367.5976),tensor(305.7307),tensor(21.8848),tensor(29.5426)
tensor(90.6838),tensor(284.0049),tensor(15.4120),tensor(18.3503)
----- NEW FRAME -----
tensor(74.0344),tensor(319.4037),tensor(30.0527),tensor(37.9442)
tensor(458.6119),tensor(313.9005),tensor(25.1831),tensor(35.0599)
tensor(160.3142),tensor(285.2908),tensor(17.3957),tensor(20.2874)
tensor(354.5211),tensor(284.6112),tensor(13.6801),tensor(19.6542)
----- NEW FRAME -----
tensor(138.6664),tensor(324.9776),tensor(32.3569),tensor(43.2349)
tensor(573.0548),tensor(325.9113),tensor(31.5352),tensor(42.2332)
tensor(226.6993),tensor(286.0160),tensor(17.7036),tensor(21.3914)
tensor(429.7725),tensor(287.3112),tensor(18.3723),tensor(23.1027)
----- NEW FRAME -----
tensor(206.8767),tensor(333.7697),tensor(35.3631),tensor(45.0392)
tensor(518.1286),tensor(291.2888),tensor(19.6165),tensor(26.5874)
tensor(293.1696),tensor(287.2841),tensor(19.9924),tensor(23.2359)
----- NEW FRAME -----
tensor(273.7022),tensor(344.4503),tensor(36.5063),tensor(52.3352)
tensor(618.2993),tensor(296.2686),tensor(19.8320),tensor(27.1456)
tensor(359.4486),tensor(288.6423),tensor(17.8650),tensor(23.4055)
----- NEW FRAME -----
tensor(284.5767),tensor(351.4709),tensor(25.9221),tensor(39.4525)
tensor(380.2550),tensor(292.4852),tensor(16.4808),tensor(25.7513)
----- NEW FRAME -----
tensor(389.3054),tensor(294.9344),tensor(19.4764),tensor(27.2698)
----- NEW FRAME -----
tensor(396.8759),tensor(300.7546),tensor(20.5294),tensor(31.3807)
----- NEW FRAME -----
tensor(401.4986),tensor(305.7437),tensor(22.6331),tensor(35.4355)
----- NEW FRAME -----
tensor(365.7753),tensor(311.6606),tensor(25.2993),tensor(36.4376)
----- NEW FRAME -----
tensor(320.9899),tensor(317.9504),tensor(28.2434),tensor(39.2457)
tensor(547.3516),tensor(287.0494),tensor(14.6147),tensor(21.7596)
tensor(341.4123),tensor(280.2534),tensor(16.9795),tensor(26.8368)
----- NEW FRAME -----
tensor(278.0348),tensor(322.3179),tensor(28.0115),tensor(41.3115)
tensor(307.2361),tensor(281.0273),tensor(16.6758),tensor(28.3350)
tensor(514.6278),tensor(287.0352),tensor(14.0321),tensor(21.7437)
----- NEW FRAME -----
tensor(264.4072),tensor(327.3596),tensor(30.3386),tensor(45.9756)
tensor(297.8862),tensor(280.7684),tensor(15.9027),tensor(29.9835)
tensor(511.7183),tensor(287.5195),tensor(15.0226),tensor(22.3468)
----- NEW FRAME -----
tensor(256.1831),tensor(333.3189),tensor(32.4821),tensor(48.3295)
tensor(513.7930),tensor(289.0196),tensor(14.4669),tensor(23.6077)
tensor(293.8950),tensor(282.2294),tensor(17.1082),tensor(31.3270)
----- NEW FRAME -----
tensor(247.8184),tensor(338.1888),tensor(34.5064),tensor(51.4225)
tensor(290.8151),tensor(281.8139),tensor(17.3278),tensor(32.7119)
tensor(515.7295),tensor(288.6049),tensor(16.5493),tensor(24.4307)
tensor(450.9278),tensor(274.3288),tensor(9.8701),tensor(13.6801)
----- NEW FRAME -----
tensor(241.4136),tensor(343.7557),tensor(35.2722),tensor(53.9911)
tensor(518.0521),tensor(290.9574),tensor(17.2608),tensor(24.8910)
tensor(288.1982),tensor(283.3709),tensor(18.9518),tensor(33.6187)
----- NEW FRAME -----
tensor(238.2885),tensor(345.6538),tensor(33.7110),tensor(50.7107)
tensor(520.9230),tensor(290.6581),tensor(15.6554),tensor(25.2122)
tensor(286.6660),tensor(284.0146),tensor(19.5449),tensor(34.9384)
----- NEW FRAME -----
tensor(242.4368),tensor(349.0768),tensor(30.2479),tensor(50.1241)
tensor(534.4000),tensor(292.8151),tensor(17.4524),tensor(25.4843)
tensor(292.8070),tensor(286.0811),tensor(18.6448),tensor(31.9081)
tensor(460.4812),tensor(275.8321),tensor(11.3010),tensor(15.5015)
----- NEW FRAME -----
tensor(252.2964),tensor(350.5914),tensor(26.4147),tensor(42.6087)
tensor(555.0516),tensor(294.0022),tensor(17.0055),tensor(25.3752)
tensor(304.1187),tensor(285.4457),tensor(19.2108),tensor(36.3118)
tensor(475.1248),tensor(276.4862),tensor(11.4979),tensor(15.4653)
----- NEW FRAME -----
tensor(248.0251),tensor(353.0968),tensor(23.0807),tensor(32.1469)
tensor(565.2827),tensor(295.5106),tensor(18.2477),tensor(25.5216)
tensor(305.5455),tensor(286.3578),tensor(19.8265),tensor(39.0590)
tensor(481.1107),tensor(276.7791),tensor(11.4869),tensor(15.0587)
----- NEW FRAME -----
tensor(576.0630),tensor(297.3593),tensor(18.9092),tensor(27.2068)
tensor(303.2051),tensor(288.1400),tensor(19.0259),tensor(39.9868)
tensor(305.0510),tensor(282.1347),tensor(18.5696),tensor(28.7792)
tensor(235.2197),tensor(360.8260),tensor(17.7319),tensor(22.0999)
tensor(485.4566),tensor(277.3616),tensor(12.0746),tensor(17.0363)
----- NEW FRAME -----
tensor(302.2237),tensor(291.9903),tensor(21.5103),tensor(44.7887)
tensor(592.7410),tensor(301.0770),tensor(20.6055),tensor(29.2277)
tensor(301.8835),tensor(296.8976),tensor(19.5218),tensor(31.7675)
tensor(490.8088),tensor(279.4445),tensor(11.7924),tensor(16.4088)
tensor(303.1276),tensor(280.6548),tensor(19.6146),tensor(21.8550)
----- NEW FRAME -----
tensor(612.6909),tensor(306.5361),tensor(21.9565),tensor(31.7295)
tensor(297.6740),tensor(302.1392),tensor(21.0183),tensor(31.0937)
tensor(298.9036),tensor(297.4928),tensor(24.1947),tensor(41.9463)
tensor(305.0549),tensor(279.8032),tensor(12.9425),tensor(17.6448)
tensor(497.6558),tensor(281.7990),tensor(11.8976),tensor(17.1750)
tensor(442.4786),tensor(272.1979),tensor(9.2174),tensor(11.0986)
----- NEW FRAME -----
tensor(585.9553),tensor(310.4710),tensor(23.5017),tensor(35.6536)
tensor(250.9638),tensor(309.4492),tensor(25.1024),tensor(33.2982)
tensor(263.9963),tensor(279.2397),tensor(18.4647),tensor(24.5057)
----- NEW FRAME -----
tensor(553.1742),tensor(315.3951),tensor(24.5785),tensor(40.1940)
tensor(185.6191),tensor(318.6865),tensor(28.9216),tensor(38.7365)
tensor(214.5896),tensor(281.8362),tensor(17.9271),tensor(27.8184)
----- NEW FRAME -----
tensor(565.7005),tensor(321.7366),tensor(27.4949),tensor(41.4401)
tensor(191.8260),tensor(283.5798),tensor(18.2783),tensor(31.1396)
tensor(144.2399),tensor(329.7671),tensor(33.3073),tensor(48.1696)
tensor(144.3514),tensor(334.6223),tensor(32.3240),tensor(34.2617)
tensor(416.7589),tensor(285.1946),tensor(13.7965),tensor(19.0911)
----- NEW FRAME -----
tensor(596.3488),tensor(331.5300),tensor(31.4464),tensor(47.5920)
tensor(97.2862),tensor(343.8521),tensor(42.6026),tensor(56.6730)
